Tissue,Description,ZScore,MeanExp,Breadth,CV,NeighborMeanBreadth,NeighborMeanZscore,Label,Probability,,"Supplementary Table S2. Mouse knock out genes with phenotypes in 6 tissues. 191 genes whose germline deletion result in phenotypic aberration that could be unambiguously ascribed to one of the 6 tissues - Heart, Breast, Thyroid, Muscle, Lung, and Ovary. The tables shows a few key feature values for these genes and the overall score for tissue relevance as computed by FUGUE. ",,,,,,,,,,,,,,
Muscle,KIF7,-0.9018145,1.21051681,0.01618929,0.91601557,0.12083655,-0.622957,P,0.57547832,,,,,,,,,,,,,,,,
Muscle,DNA2,-0.4867077,1.37711453,0.17932752,0.69888699,0.21118721,-0.4020886,P,0.56898183,,,,,,,,,,,,,,,,
Muscle,TK2,-1.2009652,4.83917427,0,0.38103274,0.15151515,-0.3734029,P,0.56499916,,,,,,,,,,,,,,,,
Muscle,CNTN1,-0.5309615,0.20117007,0,1.18607378,0.08929749,-0.4762725,U,0.55522889,,,,,,,,,,,,,,,,
Muscle,SELENON,-0.5127881,40.8131752,0.20921544,0.60819519,0.07745953,-0.7150214,N,0.54572254,,,,,,,,,,,,,,,,
Muscle,MEGF10,0.19609725,2.45736098,0.97758406,1.19052172,0.2346294,-0.2497298,P,0.531394,,,,,,,,,,,,,,,,
Muscle,ORAI1,0.02012279,21.9249477,0.70361146,0.41479513,0.18150685,-0.5817591,P,0.52850795,,,,,,,,,,,,,,,,
Muscle,SLIT3,-0.6972431,3.32903647,0.00622665,0.98886645,0.00373599,-0.9019582,U,0.51445961,,,,,,,,,,,,,,,,
Muscle,ANGPTL2,-0.0886389,41.9081078,0.52926526,0.86226702,0.26608551,-0.3835968,N,0.46271548,,,,,,,,,,,,,,,,
Muscle,LIMS2,-0.65715,13.805151,0.01369863,0.41951108,0.0931922,-0.6748364,U,0.44515505,,,,,,,,,,,,,,,,
Muscle,PAX7,2.27107763,1.8111434,1,0.74696869,0.55873807,0.76915061,U,0.44141915,,,,,,,,,,,,,,,,
Muscle,POMK,-0.4474414,0.82515609,0.20672478,0.53704947,0.19313734,-0.5287434,P,0.39762345,,,,,,,,,,,,,,,,
Muscle,KY,0.02981297,1.85930741,0.43462017,1.78606594,0.99750934,3.71874881,U,0.3864952,,,,,,,,,,,,,,,,
Muscle,GATA4,-0.3198309,0.02807766,0.1743462,2.77077699,0.16936488,-0.5527141,U,0.32765263,,,,,,,,,,,,,,,,
Muscle,FREM1,-0.5936939,0.356989,0.03113325,1.05077267,0.07098381,-0.6407713,N,0.32180032,,,,,,,,,,,,,,,,
Muscle,COL6A3,-0.358692,19.2218437,0.06849315,0.8202889,0.17963885,-0.4892019,P,0.30635858,,,,,,,,,,,,,,,,
Muscle,WT1,-0.2648662,0.01728769,0.09838107,4.51553822,0.23403902,-0.4345695,U,0.30021161,,,,,,,,,,,,,,,,
Muscle,SCN5A,-0.0715571,1.86673117,0.60273973,2.53002119,0.31583485,-0.2910503,U,0.27250519,,,,,,,,,,,,,,,,
Muscle,HCN4,-0.2554526,0.00921026,0.06351183,3.76007843,0.20890411,-0.3926335,N,0.20313965,,,,,,,,,,,,,,,,
Muscle,CTSS,-0.3710192,1.96977472,0.00498132,0.76224166,0.16296033,-0.5269368,N,0.19058231,,,,,,,,,,,,,,,,
Muscle,SOX7,-0.2537808,8.74429131,0.38978829,1.29271317,0.03953923,-0.857702,U,0.1609021,,,,,,,,,,,,,,,,
Muscle,HCN1,-0.1970414,0.39966741,0.7633873,1.6948626,0.60813616,1.0887516,N,0.15593047,,,,,,,,,,,,,,,,
Muscle,FBN2,-0.1414927,0.02900098,0.0124533,2.85052395,0.12571279,-0.5462571,U,0.15142787,,,,,,,,,,,,,,,,
Muscle,SPEG,0.68017983,82.8314133,1,0.43403038,0.8256538,0.53559315,P,0.09270176,,,,,,,,,,,,,,,,
Muscle,CCDC78,-0.3588602,0.1186628,0,1.01765573,0.30572852,-0.2416642,P,0.07347339,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Ovary,TP53,1.23690343,33.6616096,0.96666667,0.31667629,0.7651255,0.62684146,N,0.93906045,,,,,,,,,,,,,,,,
Ovary,PIK3CA,0.56193519,16.5586624,0.88888889,0.30528072,0.57256236,0.20827099,P,0.90621859,,,,,,,,,,,,,,,,
Ovary,MSH6,4.07394934,41.3467216,1,0.32251343,0.82013889,0.67816949,P,0.90500408,,,,,,,,,,,,,,,,
Ovary,PTEN,0.38511419,34.1552773,0.90555556,0.3144933,0.61015089,0.12186729,U,0.82781851,,,,,,,,,,,,,,,,
Ovary,KRAS,-0.1210197,13.581171,0.4,0.27853462,0.65385185,0.26447125,N,0.82735044,,,,,,,,,,,,,,,,
Ovary,CTNNB1,1.43446743,202.904434,0.98888889,0.24749228,0.72546755,0.4398626,P,0.82676023,,,,,,,,,,,,,,,,
Ovary,MLH3,0.96116418,11.7617626,0.96111111,0.20688748,0.67438272,0.32578441,U,0.80014104,,,,,,,,,,,,,,,,
Ovary,AKT2,1.47353113,70.1400528,0.99444444,0.25636485,0.80883191,0.57372695,U,0.7935164,,,,,,,,,,,,,,,,
Ovary,TSC2,1.38734472,79.465004,1,0.21992217,0.84074074,0.78551403,U,0.75167763,,,,,,,,,,,,,,,,
Ovary,FMR1,1.71824372,33.029274,0.98888889,0.23098654,0.80710383,0.620846,P,0.74229109,,,,,,,,,,,,,,,,
Ovary,FOXO3,0.84710711,58.5176659,0.98888889,0.30222246,0.73085106,0.58822704,U,0.7082693,,,,,,,,,,,,,,,,
Ovary,SERPINH1,0.63105124,152.569168,0.99444444,1.30694747,0.71697248,0.421151,U,0.68530279,,,,,,,,,,,,,,,,
Ovary,FOXL2,8.15499973,103.702736,1,0.48208195,0.88831019,1.03587604,P,0.67925942,,,,,,,,,,,,,,,,
Ovary,STK11,0.5838666,40.3983345,0.93888889,0.23546815,0.81693122,0.81573043,P,0.67760396,,,,,,,,,,,,,,,,
Ovary,HDAC3,1.15817094,82.8018341,0.98888889,0.14158267,0.85587719,0.76416914,U,0.64679021,,,,,,,,,,,,,,,,
Ovary,NR5A1,1.40547717,74.7074814,1,0.35448793,0.88926768,1.1993742,P,0.63837099,,,,,,,,,,,,,,,,
Ovary,MSH3,0.62079728,8.04193401,0.84444444,0.27386782,0.76396396,0.51278885,U,0.59842741,,,,,,,,,,,,,,,,
Ovary,ERRFI1,0.71286494,228.950043,1,0.46033368,0.68747045,0.19621284,U,0.58697402,,,,,,,,,,,,,,,,
Ovary,FSHR,2.25463486,1.31323516,1,1.07755196,0.78865741,0.71066593,U,0.57326031,,,,,,,,,,,,,,,,
Ovary,APC,-0.4013877,5.93724489,0.15555556,0.28051615,0.75612002,0.5267641,N,0.51883852,,,,,,,,,,,,,,,,
Ovary,FANCF,0.71038276,6.56640625,0.83333333,0.40359768,0.80233918,0.41760517,U,0.50856161,,,,,,,,,,,,,,,,
Ovary,FGFR3,-0.4766702,1.28111398,0.03333333,1.47584939,0.49309309,-0.100862,N,0.4071992,,,,,,,,,,,,,,,,
Ovary,AKT1,0.12450537,55.0055008,0.70555556,0.18482362,0.66669797,0.3757797,P,0.40629315,,,,,,,,,,,,,,,,
Ovary,DIAPH2,0.27795729,10.2972498,0.90555556,0.33175781,0.72777778,0.47552588,P,0.31818727,,,,,,,,,,,,,,,,
Ovary,HMGA1,-0.4655863,8.48400021,0.00555556,0.68496084,0.67447917,0.2636533,N,0.28418991,,,,,,,,,,,,,,,,
Ovary,EMP2,0.23713444,66.9291153,0.98333333,0.23232229,0.93888889,0.85071893,U,0.25183749,,,,,,,,,,,,,,,,
Ovary,OPCML,-0.2795016,0.27664238,0.41666667,1.957564,0.57592593,0.29697563,P,0.24316645,,,,,,,,,,,,,,,,
Ovary,CDH1,-0.5092091,3.65151238,0.85,0.90742129,0.71114934,0.47651854,U,0.23965774,,,,,,,,,,,,,,,,
Ovary,NR1H3,0.0024438,19.4893112,0.9,0.43027273,0.77942387,0.69178421,U,0.23650704,,,,,,,,,,,,,,,,
Ovary,HFM1,0.86277181,7.04128838,1,0.35632336,0.78888889,0.00034484,P,0.14196317,,,,,,,,,,,,,,,,
Ovary,PATL2,-0.1450821,0.91672236,0.75555556,0.65168798,0.36944444,-0.115506,U,0.12095256,,,,,,,,,,,,,,,,
Ovary,POF1B,-0.297822,0.20193799,0.18333333,0.97541279,0.65434783,0.19870741,U,0.10860074,,,,,,,,,,,,,,,,
Ovary,STAG3,0.09006401,6.45723486,0.96666667,0.4979656,0.96111111,1.16613114,P,0.07317755,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Testis,CSNK2A2,3.33594275,96.3398895,1,0.23926353,0.80894079,1.30862826,U,0.96105272,,,,,,,,,,,,,,,,
Testis,STK11,5.00559521,118.628914,0.99722992,0.225077,0.85795435,1.3318495,P,0.95585746,,,,,,,,,,,,,,,,
Testis,CHEK2,0.92552423,8.39498329,1,0.32179344,0.6306229,0.47015262,U,0.94520921,,,,,,,,,,,,,,,,
Testis,NKX3-1,0.61349964,38.2533112,1,0.3520242,0.46176446,0.13325832,U,0.93312436,,,,,,,,,,,,,,,,
Testis,NR5A1,0.50290841,32.6591225,1,0.31953111,0.6043398,0.30004035,U,0.93305087,,,,,,,,,,,,,,,,
Testis,TEX11,6.04649782,21.1911678,1,0.35458189,0.6793299,0.41808179,U,0.9126128,,,,,,,,,,,,,,,,
Testis,DMC1,5.93065071,14.0773191,1,0.34950307,0.77735457,1.71021781,U,0.90032691,,,,,,,,,,,,,,,,
Testis,APC,-0.380882,6.15077591,0.17174515,0.24498047,0.64494701,0.54315173,U,0.89380896,,,,,,,,,,,,,,,,
Testis,CATSPER1,6.10378408,45.9004402,1,0.48212391,0.98725762,1.45883913,U,0.88251936,,,,,,,,,,,,,,,,
Testis,GOPC,0.14541164,28.0012169,0.78116343,0.2047677,0.55107792,0.34704291,U,0.88079029,,,,,,,,,,,,,,,,
Testis,BRCA2,2.42225409,4.69019651,1,0.29188216,0.74870055,1.18789328,U,0.87859386,,,,,,,,,,,,,,,,
Testis,MEIOB,6.55632114,76.8572235,1,0.30586582,0.66481994,1.92118923,U,0.86936039,,,,,,,,,,,,,,,,
Testis,SYCE1,6.37445545,118.864464,1,0.26803857,0.94977719,2.21018405,U,0.850703,,,,,,,,,,,,,,,,
Testis,AR,0.32763442,7.6353159,0.95290859,0.41203058,0.51105086,0.19042879,P,0.84625626,,,,,,,,,,,,,,,,
Testis,TAF4B,2.15369797,10.1233349,1,0.30047083,0.78476454,1.46511304,U,0.83962786,,,,,,,,,,,,,,,,
Testis,TGFBR2,-0.9196452,15.6375895,0.00277008,0.75341749,0.40019741,-0.128427,U,0.82054591,,,,,,,,,,,,,,,,
Testis,AGFG1,1.37098062,38.9480591,1,0.24757333,0.81141274,1.162174,U,0.81341553,,,,,,,,,,,,,,,,
Testis,PTEN,-0.3448788,21.2429638,0.23268698,0.20149732,0.57218511,0.55963299,P,0.79874581,,,,,,,,,,,,,,,,
Testis,RNASEL,-0.7895243,2.48548508,0.02770083,0.44191679,0.50600185,-0.0983749,U,0.76848584,,,,,,,,,,,,,,,,
Testis,AURKC,6.44021177,85.4035797,1,0.32710302,0.94182825,1.11596932,U,0.76848,,,,,,,,,,,,,,,,
Testis,MXI1,-0.3921269,36.1038513,0.29362881,0.3482714,0.63775836,0.49339706,U,0.7498523,,,,,,,,,,,,,,,,
Testis,MAD1L1,3.30884624,18.5911579,0.99722992,0.21705173,0.96113736,1.99027819,U,0.71994007,,,,,,,,,,,,,,,,
Testis,BCL10,0.23209918,12.9629259,0.966759,0.18352968,0.77308894,1.03862829,U,0.71966046,,,,,,,,,,,,,,,,
Testis,SYCP3,6.55592346,176.91069,1,0.30661926,0.79639889,0.85638383,U,0.7183286,,,,,,,,,,,,,,,,
Testis,TCTE1,6.26214266,70.7568817,1,0.38795933,0.919074,2.35932517,U,0.71828341,,,,,,,,,,,,,,,,
Testis,KLHL10,6.29036999,117.282417,1,0.4285852,0.98425426,2.31785636,U,0.71711051,,,,,,,,,,,,,,,,
Testis,ARL2BP,1.66758811,20.1597481,0.96952909,0.32909185,0.97783934,1.57613903,U,0.70051825,,,,,,,,,,,,,,,,
Testis,SPATA20,4.65240526,270.273926,1,0.32508978,0.99327266,1.58587202,U,0.69933599,,,,,,,,,,,,,,,,
Testis,CTNNB1,-0.717773,64.0582809,0.033241,0.29891574,0.50289731,0.11389813,U,0.65027213,,,,,,,,,,,,,,,,
Testis,KRAS,-0.4594876,11.0137339,0.12465374,0.25197053,0.40774165,-0.0582844,U,0.63422185,,,,,,,,,,,,,,,,
Testis,TEX14,6.47481632,40.536602,1,0.30062068,0.92382271,2.35485882,U,0.61376613,,,,,,,,,,,,,,,,
Testis,CDH1,-0.5647455,0.81442052,0.30747922,0.43667281,0.45160355,-0.0475494,N,0.61208928,,,,,,,,,,,,,,,,
Testis,CABYR,6.37040567,250.746429,1,0.39400998,0.99168975,2.58877203,U,0.5915212,,,,,,,,,,,,,,,,
Testis,ARMC2,5.32663631,25.0213184,1,0.35451889,0.06648199,-0.5478252,U,0.59045374,,,,,,,,,,,,,,,,
Testis,BSCL2,2.64334869,263.495544,1,0.26234752,0.93978714,1.26837261,U,0.5845595,,,,,,,,,,,,,,,,
Testis,KLF6,-0.8542926,23.0751228,0.00277008,0.34072709,0.65308783,0.42920517,U,0.5638172,,,,,,,,,,,,,,,,
Testis,FGFR3,-0.1208333,42.3822975,1,0.34816796,0.52461982,0.14571489,P,0.53532577,,,,,,,,,,,,,,,,
Testis,KIT,-0.4042045,6.14262962,0.2299169,0.42326277,0.43155318,-0.0985916,U,0.53505546,,,,,,,,,,,,,,,,
Testis,PLCZ1,6.09218216,61.8125763,1,0.51377887,0.68882733,-0.1816257,U,0.53017348,,,,,,,,,,,,,,,,
Testis,SYCP2,6.05847645,44.0994415,1,0.28816977,1,5.15681601,U,0.52965748,,,,,,,,,,,,,,,,
Testis,SLC26A8,5.76876593,66.1221848,1,0.42588103,1,1.32620147,U,0.50670844,,,,,,,,,,,,,,,,
Testis,PMFBP1,6.18127441,27.8670635,1,0.44496703,0.87811634,0.5080303,U,0.49630743,,,,,,,,,,,,,,,,
Testis,EHBP1,0.46315482,36.5182533,0.966759,0.31193861,0.95124654,2.19767249,U,0.45647836,,,,,,,,,,,,,,,,
Testis,NUPR1,-0.3286277,36.4646797,0.18836565,0.47014824,0.48291782,-0.0894999,U,0.40926987,,,,,,,,,,,,,,,,
Testis,CFAP43,5.4061718,43.974102,1,0.36264041,0.93905817,0.37634301,U,0.38632968,,,,,,,,,,,,,,,,
Testis,DNAH1,3.98907852,27.1928406,1,0.27961278,0.97091413,0.55866072,U,0.33394817,,,,,,,,,,,,,,,,
Testis,BRDT,6.32798195,115.424324,1,0.41631258,1,1.90824509,U,0.29805121,,,,,,,,,,,,,,,,
Testis,ZFHX3,-0.4729806,3.63831306,0.08864266,0.26455212,0.65868619,0.33112473,U,0.25597489,,,,,,,,,,,,,,,,
Testis,CFAP44,1.92179191,12.8506775,1,0.23260285,0.94459834,0.98890096,U,0.23112822,,,,,,,,,,,,,,,,
Testis,NANOS1,-0.306643,1.4602375,0.27977839,0.3024694,0.67036011,0.8498675,U,0.18606465,,,,,,,,,,,,,,,,
Testis,HOXB13,-0.1051917,0.19448328,0.99722992,0.52285731,0.99261311,0.57618374,N,0.16753344,,,,,,,,,,,,,,,,
Testis,CATSPER2,4.44829893,24.7983894,1,0.32588476,1,-0.0546206,U,0.11631064,,,,,,,,,,,,,,,,
Testis,CFTR,-0.0671276,1.72946298,1,0.27075109,0.79752946,0.96898692,N,0.09139547,,,,,,,,,,,,,,,,
Testis,MSMB,-0.072487,11.8116531,1,0.65144682,0.99445983,1.74147034,U,0.07957372,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
